LogReturn,nonfarm_payrolls,corporate_profits,consumer_confidence,permits,unemployment_lag1,interest_rate_roll3_std,Gold_LogReturn,dayofweek_cos,dayofmonth_sin,dayofyear_sin,dayofyear_cos,MA10,MA50,volatility_10,MACD,BB_lower,RSI,LogReturn_lag1,LogReturn_lag3,LogReturn_lag4,LogReturn_lag5,LogReturn_lag6,LogReturn_lag7,LogReturn_lag10
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,1.0265835600406297,-0.900968867902419,0.20129852008866,0.99999073973619,0.0043035382962442,0.3939785290533241,0.7698372005071883,-0.8327956783090547,0.0529629057204176,1.0838240146099525,0.1688217309975897,0.5410027862067713,0.5098675168021991,0.6860559725228657,0.3701595789012481,-0.0318299047928397,-0.1306728631002041,-0.1020765972822718
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.6648045253592912,1.0,0.8486442574947509,0.9979171608653922,-0.0645084494493162,0.4929235404883124,0.9389387149823422,-0.8688074750290085,0.1027054228598719,1.1209715705115737,0.4689365408541512,0.5089675512334074,0.2475599387714601,0.510002974110599,0.6865817123653434,0.3700996009958427,-0.0320891009385763,0.1560871229459657
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.170195811324322,0.6234898018587336,0.9377521321470804,0.9966589017541702,-0.0816763953304224,0.5060651468492521,1.0628114138707383,-0.8767270723741254,0.0497568396230766,1.115468036498608,-0.2887173428380403,0.2379498394792171,0.5412471393618499,0.2476776900094529,0.5104871037747228,0.6865868025046877,0.3698159882027862,0.1819521259023409
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,1.474122082066452,-0.2225209339563143,0.9884683243281114,0.9951053111006976,-0.0988201387328714,0.5078617006678712,1.1409834530617515,-0.8779545736107357,-0.0070368364360802,1.105978591492881,-0.3137771177708989,0.1938513359653579,0.5092231634092209,0.5413847148317249,0.2480998190149305,0.5104559823768194,0.6862839635630922,-0.1321995039219272
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,-0.0315622220120791,-0.900968867902419,0.9987165071710528,0.9932568492674144,-0.1159345995955004,0.6823261878475437,1.244204012376982,-0.8408612372769672,0.2002665295960463,1.073588583312742,1.5290817252120712,0.9444668106500314,0.2383007028382567,0.509358577223008,0.5418762615795691,0.2480147411273226,0.5101638431326965,-0.0335580283581225
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.7430300812295152,-0.9009688679024191,0.9680771188662044,0.9911140639934548,-0.1330147065341959,0.8226896848293445,1.281026684785209,-0.888999500556646,0.32295893765482,1.0617327348377616,1.4352521654006316,0.832797530386497,0.1942176980702581,0.2384178290669205,0.5098425545837364,0.541851594948601,0.2477385448163197,0.368582346083151
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.0199412749925083,1.0,0.6513724827222223,0.9829265519799822,-0.18399835165768,0.7335589006456958,1.2753545005314229,-0.7219671423158186,0.0754490644042116,1.0028240416927374,-0.2893800184955146,-0.1802417546997617,0.9445693633837696,0.1943318486441885,0.2388377695015199,0.50981130064278,0.5415575484655506,0.6852355897182478
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,-0.7798852419163237,0.6234898018587336,0.485301962531081,0.97961369164549,-0.200890555130635,0.6127896590196957,1.3457745264908836,-0.6712411067309761,-0.0785330937195171,0.971965602774392,-0.1717552471663173,-0.0588656933546322,0.8329393301163311,0.9447341635787132,0.1947413693442486,0.2387507869954024,0.5095192005621579,0.5090123641606082
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.5110039187175256,-0.2225209339563143,0.299363122973358,0.9760105506323684,-0.2177232303965317,0.5732111821984961,1.3978264291825913,-0.6747526318272471,-0.089263795356545,0.9682524079741992,0.5536054684744719,0.2655982181045756,-0.1797439148058566,0.8330965951525751,0.945321042088315,0.194645318994149,0.2384751534564717,0.2464334355054108
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.0371830436264081,-0.900968867902419,0.1011683219874327,0.9721181966290612,-0.2344913895704098,0.4893911017877884,1.4869546507368296,-0.5682573483234782,-0.2764213453772312,0.9074726939318652,-0.1405404721387787,-0.2695651568082532,-0.058410511976968,-0.1796550070811678,0.8336570880897918,0.9453793385634506,0.1943723647998337,0.5404244481544301
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,-2.051967706413901,-0.9009688679024191,-0.101168321987432,0.9679377830240642,-0.2511900638848193,0.3680927966991106,1.5806591828580032,-0.5277584208813739,-0.3987812192591965,0.8858143655248569,-0.5359776976899181,-0.206839891177167,0.2659393642360536,-0.0583134141047076,-0.179333878285302,0.8336924223433021,0.9450607783423997,0.5083673442001718
1,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,-0.1193321046875583,1.0,-0.651372482722222,0.9536809966304456,-0.3008198076356673,0.4194331064991639,1.742364758598835,-0.457279875287938,-0.1430116516677287,0.9005227192750384,0.2362458820979477,0.8254969100774862,-0.2690359235427283,0.2660583561069087,-0.0579636061873782,-0.1795068522838392,0.8333806469439781,0.237164621124374
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.2747765214589255,0.6234898018587336,-0.7907757369376986,0.9483615800121716,-0.3171912885891061,0.4515232714777071,1.734637184631553,-0.4504541536565342,-0.0720130385446348,0.91133416384889,0.0358430752959578,0.4357959254381392,-0.2063327031710862,-0.2689530431337784,0.266484829388266,-0.0581116219877967,-0.1797570772645027,0.1930360135912491
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.812843377648173,-0.2225209339563143,-0.8978045395707417,0.9427611433904208,-0.3334687789181868,0.2636092303241319,1.638806517427713,-0.1459032583335866,-0.4865994911765423,0.7089284006623094,-0.8058086462418811,-0.9646985675274212,0.8256412756644307,-0.2062455902209226,-0.2686530199552001,0.2664035321359273,-0.0583692215564956,0.9441638989227824
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,-0.5357191515692519,-0.900968867902419,-0.968077118866204,0.9368813462954316,-0.3496474552512284,0.0074389730777012,1.477748663902037,-0.1897385463451222,-0.6948708994969728,0.6337086141631121,-0.7738552155696349,-0.6349044007221963,0.4360772543240911,0.825798048073405,-0.2059307461172629,-0.2688443612589683,0.2661262187319561,0.8324183871797967
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.9137878767293296,-0.9009688679024191,-0.9987165071710528,0.9307239310379796,-0.3657225234972689,-0.1546348328820107,1.3820658759968865,-0.3499186695653929,-0.6924443807736617,0.6211621933563871,-0.3684701489413839,-0.1664390945119781,-0.963925024473276,0.4362077307028794,0.8263568159968564,-0.2061091894114128,-0.2690891591126912,-0.1813124532139029
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.0116114611800732,1.0,-0.848644257494751,0.9106046300942164,-0.4132786077829042,-0.3236370217642205,1.175818454712954,-0.1135156499112552,-1.037954522304671,0.4084977348570133,-0.81177564226219,-1.2221940666056854,-0.6342467662719794,-0.9638890498969314,0.436674418839352,0.8263906490455489,-0.2063577983378325,-0.0598535340165111
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.6822014052322894,0.6234898018587336,-0.72479278722912,0.9033558023246844,-0.4288919379124835,-0.3880075621737812,1.0534328327707023,-0.1079350362648143,-1.038761100329656,0.3649039799943893,-0.2686706091212349,-0.4557305732830358,-0.1659461056652832,-0.6341885380249813,-0.963753275049519,0.4366281188348388,0.8260793172185947,0.2648318740256485
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.7963032020488109,-0.2225209339563143,-0.5712682150947924,0.895839290734909,-0.4443781781046132,-0.5083573464240603,0.9237081449047052,-0.1559315869169011,-1.0344764161680584,0.3207859936066182,-0.7880452175811477,-0.47639652626147,-1.2213300248501675,-0.1658562665722293,-0.6339748383638705,-0.9640875545668972,0.4363404645286976,-0.2706968322990192
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,-0.2696766184959213,-0.900968867902419,-0.3943558551133187,0.8880573226294932,-0.4597327394521039,-0.6354634095898809,0.8513795053169757,-0.0659211837762995,-1.2135347819330815,0.1970382812692278,-1.0118609850699702,-1.0532145121736638,-0.4551359108022754,-1.2213114254144652,-0.1655318764399546,-0.6342413032886319,-0.9642901173828634,-0.2079287470152341
0,-1.7015101945100053,-1.1801770049508091,-0.5614207111577265,-1.5665909757827503,1.7903284165357083,0.0251661147842358,0.9689059904074246,-0.9009688679024191,-0.2012985200886611,0.8800122039735357,-0.4749510720670499,-1.1007183962332026,0.6058744644316687,0.7996471839557424,-2.020975177220125,-0.4026323728011537,-1.4187787527766271,-3.0752850407050456,-0.4757946005783862,-0.4550655923616144,-1.2212364924218024,-0.1657020122385723,-0.6344639037964601,0.8251127830732209
0,-1.67078401813235,-1.1855282412205417,-0.6699637087750387,-1.7113278923565725,1.835134093151724,0.0351188458428424,0.1961529889590045,1.0,0.5712682150947923,0.854322169749827,-0.5197438121555155,-1.723657680011426,0.3942229478341072,0.9813511645551016,-2.6102356373435933,-0.8293543374347745,-1.461478298821577,-3.0151221446385894,-1.0524098595348077,-0.4757256766236125,-0.4548095569392069,-1.221623719972009,-0.1659530758436857,0.4351457675027839
0,-1.67078401813235,-1.1855282412205417,-0.6699637087750387,-1.7113278923565725,1.835134093151724,0.0351188458428424,-1.216770174217069,0.6234898018587336,0.7247927872291199,0.8452490573530633,-0.5343725582809786,-2.0683202774392133,0.2866917668354546,0.734474430576074,-2.5954172125359736,-0.949083681214082,-0.828261311784448,-1.6891587428572064,-3.073769716393985,-1.052379857789028,-0.4754745242182436,-0.4550391788832903,-1.2218106378312543,-0.9663047786128472
1,-1.67078401813235,-1.1855282412205417,-0.6699637087750387,-1.7113278923565725,1.835134093151724,0.0351188458428424,0.4868606922418284,-0.2225209339563143,0.8486442574947509,0.8359254794186372,-0.548842958284719,-2.037253314544848,0.2115355917132989,0.7516170783329624,-2.2455711132138685,-0.971010903064872,-0.1279838968995175,-0.773160848248287,-3.0136279650232,-3.0738761588188708,-1.0522649977702885,-0.4757083956407087,-0.4552726656659691,-0.6362854765046042
